frequency_hz,ensemble_average_psd_v2_per_hz
8.956745829495796229e+00,3.030229044958015775e-11
8.960079192290546501e+00,5.637656414180345986e-11
8.963412555085298550e+00,3.097402283218797712e-12
8.966745917880048822e+00,2.116333132347792710e-11
8.970079280674800870e+00,3.752210889346254859e-11
8.973412643469551142e+00,9.654607185724994187e-12
8.976746006264301414e+00,2.916519247233974743e-11
8.980079369059053462e+00,2.218967441071213742e-10
8.983412731853803734e+00,8.348978858911262356e-13
8.986746094648554006e+00,3.222158164158639688e-11
8.990079457443306055e+00,1.900118195388964026e-10
8.993412820238056327e+00,2.462879013897195799e-11
8.996746183032808375e+00,1.458169830851062515e-10
9.000079545827558647e+00,1.286684234229275801e-10
9.003412908622308919e+00,1.175440852467346786e-10
9.006746271417060967e+00,1.509460107762726511e-10
9.010079634211811239e+00,5.832077949863278630e-11
9.013412997006563288e+00,1.033912545651457997e-10
9.016746359801313560e+00,3.007961706692881319e-12
9.020079722596063831e+00,2.062469924562608647e-10
9.023413085390815880e+00,1.213407849458855070e-10
9.026746448185566152e+00,7.278117439686544983e-11
9.030079810980316424e+00,4.271094829983941882e-11
9.033413173775068472e+00,1.874898989796389654e-10
9.036746536569818744e+00,4.236554730585644178e-11
9.040079899364570792e+00,6.897838364442850524e-11
9.043413262159321064e+00,2.859093659995076923e-11
9.046746624954071336e+00,1.582559671481228539e-10
9.050079987748823385e+00,1.630447110808517855e-10
9.053413350543573657e+00,1.084816922730728098e-10
9.056746713338323929e+00,8.254941728110057567e-11
9.060080076133075977e+00,4.774109695787164262e-12
9.063413438927826249e+00,5.958490274490847846e-10
9.066746801722578297e+00,4.215673002966852484e-11
9.070080164517328569e+00,7.385475293592334508e-12
9.073413527312078841e+00,6.820853388614741287e-11
9.076746890106830890e+00,5.953550545205259420e-11
9.080080252901581161e+00,5.389946311557237903e-11
9.083413615696333210e+00,1.273969178929300570e-11
9.086746978491083482e+00,1.929472353738020303e-11
9.090080341285833754e+00,3.654215088050587863e-10
9.093413704080585802e+00,2.677270210807161502e-10
9.096747066875336074e+00,1.944553199725507669e-10
9.100080429670086346e+00,3.391538638423213138e-11
9.103413792464838394e+00,1.770972067445126124e-10
9.106747155259588666e+00,1.226051947119755061e-10
9.110080518054340715e+00,3.912792000612390842e-11
9.113413880849090987e+00,1.456586877988016895e-10
9.116747243643841259e+00,1.920545120262037042e-10
9.120080606438593307e+00,8.049297207222263331e-11
9.123413969233343579e+00,2.125149976882577812e-10
9.126747332028093851e+00,8.460072842010054807e-12
9.130080694822845899e+00,3.473650801227361691e-11
9.133414057617596171e+00,3.033999394116069897e-10
9.136747420412348220e+00,3.736746162743120027e-11
9.140080783207098492e+00,1.245236268903377001e-10
9.143414146001848763e+00,3.095902144793096715e-11
9.146747508796600812e+00,2.319956419708020284e-10
9.150080871591351084e+00,5.659907495843293944e-11
9.153414234386101356e+00,1.261426245070138354e-11
9.156747597180853404e+00,1.784999510931280080e-10
9.160080959975603676e+00,5.514302179369070822e-11
9.163414322770355724e+00,3.044644872402459235e-11
9.166747685565105996e+00,1.676609433797719066e-10
9.170081048359856268e+00,4.538456285686095090e-11
9.173414411154608317e+00,1.515383734587793758e-10
9.176747773949358589e+00,2.958279059066653154e-11
9.180081136744110637e+00,1.570003628773941363e-10
9.183414499538860909e+00,5.509348953478542817e-11
9.186747862333611181e+00,5.264260222647473777e-11
9.190081225128363229e+00,5.975414893762820168e-11
9.193414587923113501e+00,3.291419382344977237e-10
9.196747950717863773e+00,2.123562311922040809e-10
9.200081313512615822e+00,4.526986725784403911e-11
9.203414676307366094e+00,1.458741156351049445e-11
9.206748039102118142e+00,2.407162129773415859e-10
9.210081401896868414e+00,2.286077155475776540e-11
9.213414764691618686e+00,2.464040346626951524e-11
9.216748127486370734e+00,2.267862364286425100e-10
9.220081490281121006e+00,8.702677812758567229e-12
9.223414853075871278e+00,3.681327415000223424e-11
9.226748215870623326e+00,1.451021649448535207e-10
9.230081578665373598e+00,2.922368771218370130e-11
9.233414941460125647e+00,4.352844100010666312e-11
9.236748304254875919e+00,7.735723941187064413e-13
9.240081667049626191e+00,4.833152166662589145e-11
9.243415029844378239e+00,5.438970207692599873e-12
9.246748392639128511e+00,2.105827219085531209e-11
9.250081755433880559e+00,6.795343699538696274e-12
9.253415118228630831e+00,2.292291880940218101e-10
9.256748481023381103e+00,5.503002135545624224e-11
9.260081843818133152e+00,4.796745061531549329e-11
9.263415206612883424e+00,2.544980810607990907e-10
9.266748569407633696e+00,1.670913938768776087e-10
9.270081932202385744e+00,2.106090642830092737e-11
9.273415294997136016e+00,4.508134595171826501e-11
9.276748657791888064e+00,8.389543055776115419e-11
9.280082020586638336e+00,2.328345138209339769e-10
9.283415383381388608e+00,8.121109734988359861e-11
9.286748746176140656e+00,7.132937289009739183e-11
9.290082108970890928e+00,1.816186899841968908e-10
9.293415471765641200e+00,9.957016669890968641e-12
9.296748834560393249e+00,1.367600147150962660e-10
9.300082197355143521e+00,3.216961738117598259e-11
9.303415560149895569e+00,1.287538639499110626e-10
9.306748922944645841e+00,2.575893307141290629e-10
9.310082285739396113e+00,1.788527748438853313e-11
9.313415648534148161e+00,3.699910296364343914e-10
9.316749011328898433e+00,1.095872612438930875e-11
9.320082374123650482e+00,1.737524543229304605e-10
9.323415736918400754e+00,1.493823274319319357e-10
9.326749099713151026e+00,2.269666192101349780e-11
9.330082462507903074e+00,3.702016568191924758e-11
9.333415825302653346e+00,9.573425361611213577e-11
9.336749188097403618e+00,1.739627181327249984e-11
9.340082550892155666e+00,2.001682004014164889e-11
9.343415913686905938e+00,2.049411181294688921e-10
9.346749276481657986e+00,3.462668558517121761e-11
9.350082639276408258e+00,9.938424439812017181e-11
9.353416002071158530e+00,5.757138333310267122e-11
9.356749364865910579e+00,2.653179697602256848e-11
9.360082727660660851e+00,2.033321951426368448e-10
9.363416090455411123e+00,1.847351052743416476e-10
9.366749453250163171e+00,9.770845436204418818e-11
9.370082816044913443e+00,8.683299130486357996e-11
9.373416178839665491e+00,5.123729238383666773e-11
9.376749541634415763e+00,2.501840549592263843e-10
9.380082904429166035e+00,1.306240013588279380e-10
9.383416267223918084e+00,1.139764905617281240e-10
9.386749630018668356e+00,3.590901373302246975e-11
9.390082992813420404e+00,2.365867352419433915e-10
9.393416355608170676e+00,1.993966661560246995e-10
9.396749718402920948e+00,1.679727309939320315e-10
9.400083081197672996e+00,1.153843237500859975e-10
9.403416443992423268e+00,1.023401410629365567e-10
9.406749806787173540e+00,7.974172390706056233e-12
9.410083169581925588e+00,1.167712102580902143e-10
9.413416532376675860e+00,1.439384231442814115e-11
9.416749895171427909e+00,4.105129708293837126e-11
9.420083257966178181e+00,3.681294306286836901e-11
9.423416620760928453e+00,4.864722473820227704e-12
9.426749983555680501e+00,1.628410921552482756e-11
9.430083346350430773e+00,2.340173147640797766e-11
9.433416709145181045e+00,1.341254957603181370e-11
9.436750071939933093e+00,1.170628076458751519e-11
9.440083434734683365e+00,1.155673127020304160e-11
9.443416797529435414e+00,6.832533636167064205e-11
9.446750160324185686e+00,1.251378903008994238e-11
9.450083523118935958e+00,1.112210405233227042e-11
9.453416885913688006e+00,6.918392126860218755e-11
9.456750248708438278e+00,1.538020968202759256e-11
9.460083611503188550e+00,4.280660908128798162e-11
9.463416974297940598e+00,3.765260463649901975e-11
9.466750337092690870e+00,1.073411675618391499e-10
9.470083699887442918e+00,5.036014650357242185e-12
9.473417062682193190e+00,1.859043295754517003e-10
9.476750425476943462e+00,1.740334173871432423e-10
9.480083788271695511e+00,4.691371069547199640e-11
9.483417151066445783e+00,2.737941869944413064e-10
9.486750513861197831e+00,1.171058224081462222e-11
9.490083876655948103e+00,1.416485254860325790e-10
9.493417239450698375e+00,3.057436749723589367e-11
9.496750602245450423e+00,1.160094009070366915e-10
9.500083965040200695e+00,6.656770743131015876e-10
9.503417327834950967e+00,3.122169211148637945e-11
9.506750690629703016e+00,1.539944495126107070e-10
9.510084053424453288e+00,3.601094379003168098e-11
9.513417416219205336e+00,1.027177270640107593e-10
9.516750779013955608e+00,5.650534667851890089e-11
9.520084141808705880e+00,4.079131251108595900e-11
9.523417504603457928e+00,2.641075376933505438e-10
9.526750867398208200e+00,6.571607609372842018e-11
9.530084230192958472e+00,2.421982113747657594e-11
9.533417592987710520e+00,2.195788413425172444e-10
9.536750955782460792e+00,1.692377133565802817e-11
9.540084318577212841e+00,2.497490887975591978e-11
9.543417681371963113e+00,1.825867664016410301e-10
9.546751044166713385e+00,1.033804774394867140e-10
9.550084406961465433e+00,6.952969318604725495e-11
9.553417769756215705e+00,2.803033623227154877e-10
9.556751132550967753e+00,6.035825603367405770e-11
9.560084495345718025e+00,1.279679800641064512e-11
9.563417858140468297e+00,1.329337865647490859e-10
9.566751220935220346e+00,1.771117483709424157e-11
9.570084583729970618e+00,9.541601123366776610e-12
9.573417946524720890e+00,3.780314858016058649e-11
9.576751309319472938e+00,1.167948009949698021e-10
9.580084672114223210e+00,2.078812004221939265e-11
9.583418034908975258e+00,6.300555671529650307e-11
9.586751397703725530e+00,2.398826535992504806e-10
9.590084760498475802e+00,1.800966416179606668e-11
9.593418123293227850e+00,1.233068910206728014e-10
9.596751486087978122e+00,7.170030050920915446e-11
9.600084848882728394e+00,6.964499747107293577e-11
9.603418211677480443e+00,1.920961593149235310e-10
9.606751574472230715e+00,1.086721983888957631e-11
9.610084937266982763e+00,1.351082728006929679e-10
9.613418300061733035e+00,6.468132404136738481e-11
9.616751662856483307e+00,7.555145284342529099e-12
9.620085025651235355e+00,5.982849481681288418e-11
9.623418388445985627e+00,3.675766293621717493e-11
9.626751751240737676e+00,5.923685624911714491e-10
9.630085114035487948e+00,2.211246257248823677e-10
9.633418476830238220e+00,6.279485936647243524e-11
9.636751839624990268e+00,1.552254147797294926e-10
9.640085202419740540e+00,4.835963974895264270e-11
9.643418565214490812e+00,1.614891722270565963e-10
9.646751928009242860e+00,1.335878005247274992e-10
9.650085290803993132e+00,2.688284762703879275e-12
9.653418653598745180e+00,1.383186664279965994e-10
9.656752016393495452e+00,3.385051303280300580e-12
9.660085379188245724e+00,2.648587831397239811e-11
9.663418741982997773e+00,1.713835533591417205e-10
9.666752104777748045e+00,5.331077532338358133e-11
9.670085467572498317e+00,5.407112104439359572e-11
9.673418830367250365e+00,7.575606894498199861e-11
9.676752193162000637e+00,1.358232363712141372e-11
9.680085555956752685e+00,7.983502232221855406e-11
9.683418918751502957e+00,3.318134780397607823e-10
9.686752281546253229e+00,8.307285530298703402e-11
9.690085644341005278e+00,2.092336549799206891e-10
9.693419007135755550e+00,2.867383695649666319e-11
9.696752369930505822e+00,3.032412524140130506e-10
9.700085732725257870e+00,9.779291174993677700e-12
9.703419095520008142e+00,8.191552787455452205e-11
9.706752458314760190e+00,1.322904202684760724e-10
9.710085821109510462e+00,6.996468493500191166e-11
9.713419183904260734e+00,8.169897832214312854e-11
9.716752546699012782e+00,2.113820588425943318e-10
9.720085909493763054e+00,5.706815937549081324e-12
9.723419272288515103e+00,3.833600744906447254e-11
9.726752635083265375e+00,2.001767286468347197e-11
9.730085997878015647e+00,2.438200638192649678e-11
9.733419360672767695e+00,1.975129779005971808e-11
9.736752723467517967e+00,1.339964133080354619e-10
9.740086086262268239e+00,4.123199972493750853e-11
9.743419449057020287e+00,8.516112631243967250e-11
9.746752811851770559e+00,1.055226685715269282e-10
9.750086174646522608e+00,2.239401621947031499e-10
9.753419537441272880e+00,2.515889266947031083e-10
9.756752900236023152e+00,2.290662512510731479e-14
9.760086263030775200e+00,1.769591630608146453e-10
9.763419625825525472e+00,1.048432119893023473e-11
9.766752988620275744e+00,9.949863800839989741e-12
9.770086351415027792e+00,2.695860983962224661e-10
9.773419714209778064e+00,2.099787174791423899e-10
9.776753077004530113e+00,1.384288899546918276e-10
9.780086439799280384e+00,1.830478203414834074e-11
9.783419802594030656e+00,1.641976920196499578e-10
9.786753165388782705e+00,6.305677893016475501e-11
9.790086528183532977e+00,1.242634291626573591e-11
9.793419890978285025e+00,1.130187702413293381e-10
9.796753253773035297e+00,8.680653699526139861e-11
9.800086616567785569e+00,5.808090241140531371e-11
9.803419979362537617e+00,1.448757009641887806e-10
9.806753342157287889e+00,2.585433003988969791e-11
9.810086704952038161e+00,1.454026469971798470e-11
9.813420067746790210e+00,4.042788383880386584e-11
9.816753430541540482e+00,2.904322408876762142e-11
9.820086793336292530e+00,3.539412647345615619e-11
9.823420156131042802e+00,1.194384652721167943e-10
9.826753518925793074e+00,2.998281769146137267e-10
9.830086881720545122e+00,1.830726064569853769e-10
9.833420244515295394e+00,1.260963415684974378e-10
9.836753607310045666e+00,1.174519941668788480e-10
9.840086970104797714e+00,1.017145263812164375e-12
9.843420332899547986e+00,2.427987760343215287e-10
9.846753695694300035e+00,1.699931897853767187e-11
9.850087058489050307e+00,8.382257612571031010e-11
9.853420421283800579e+00,1.660834111975190993e-11
9.856753784078552627e+00,1.550401120589763510e-10
9.860087146873302899e+00,1.206350363651142785e-10
9.863420509668054947e+00,7.387607702618030018e-12
9.866753872462805219e+00,2.820579953922348348e-11
9.870087235257555491e+00,5.534682637964944882e-11
9.873420598052307540e+00,7.875278416946839927e-11
9.876753960847057812e+00,2.288673872619390236e-10
9.880087323641808084e+00,5.302781503693345487e-11
9.883420686436560132e+00,1.921507595464562912e-11
9.886754049231310404e+00,1.756728877109712153e-10
9.890087412026062452e+00,5.170826739190796658e-11
9.893420774820812724e+00,1.249523017038510553e-10
9.896754137615562996e+00,8.701012664647650688e-12
9.900087500410315045e+00,1.783870470552078617e-11
9.903420863205065316e+00,2.119059927557574455e-11
9.906754225999815588e+00,6.294156771161733957e-11
9.910087588794567637e+00,8.207900972787196330e-11
9.913420951589317909e+00,5.777433641289070544e-11
9.916754314384069957e+00,2.982919648504466516e-11
9.920087677178820229e+00,1.585017582903045829e-10
9.923421039973570501e+00,1.839758075803943308e-11
9.926754402768322549e+00,1.547233022472040275e-10
9.930087765563072821e+00,5.102445222499869058e-11
9.933421128357824870e+00,2.618695832159508223e-10
9.936754491152575142e+00,2.798413695809539876e-11
9.940087853947325414e+00,1.899283204232061741e-10
9.943421216742077462e+00,1.303748786146603578e-10
9.946754579536827734e+00,6.116149226605076025e-11
9.950087942331578006e+00,4.689012578255671963e-11
9.953421305126330054e+00,1.844362854080493394e-10
9.956754667921080326e+00,4.047705592792485538e-12
9.960088030715832375e+00,1.276099177973594298e-11
9.963421393510582647e+00,1.136723139308375919e-10
9.966754756305332918e+00,1.323505723384739907e-10
9.970088119100084967e+00,1.596257806607920586e-10
9.973421481894835239e+00,1.580233396656303932e-11
9.976754844689585511e+00,1.283322796266182798e-10
9.980088207484337559e+00,1.951644964386083181e-11
9.983421570279087831e+00,9.576284620680956634e-11
9.986754933073839879e+00,1.306171676282319816e-11
9.990088295868590151e+00,1.663496586260130493e-10
9.993421658663340423e+00,4.004450467365481847e-11
9.996755021458092472e+00,2.479758024025133558e-11
1.000008838425284274e+01,4.713608630864299457e-11
1.000342174704759302e+01,6.592991648920972521e-11
1.000675510984234506e+01,6.165439327446478068e-11
1.001008847263709534e+01,9.970866784069013617e-11
1.001342183543184738e+01,2.464194343911526026e-10
1.001675519822659766e+01,7.229960916408111077e-12
1.002008856102134793e+01,2.815481617410802788e-11
1.002342192381609998e+01,6.772526375490824690e-11
1.002675528661085025e+01,5.895396703102599033e-11
1.003008864940560230e+01,4.042901150992007746e-11
1.003342201220035257e+01,1.087539908981545205e-10
1.003675537499510284e+01,2.879381629335729466e-10
1.004008873778985489e+01,8.032262841366576578e-11
1.004342210058460516e+01,2.893599775323959338e-10
1.004675546337935543e+01,4.247957754965408020e-12
1.005008882617410748e+01,8.768176465752675595e-12
1.005342218896885775e+01,3.162115283025349398e-11
1.005675555176360980e+01,1.126186864870551362e-10
1.006008891455836007e+01,1.550590872371112274e-11
1.006342227735311035e+01,1.541276015463430945e-10
1.006675564014786239e+01,1.630829030018133312e-10
1.007008900294261267e+01,7.241166047390644292e-11
1.007342236573736294e+01,1.210632279709263808e-10
1.007675572853211499e+01,9.230762216341825374e-11
1.008008909132686526e+01,4.715442089854318251e-11
1.008342245412161731e+01,1.361342407879680552e-10
1.008675581691636758e+01,1.145202040453832099e-10
1.009008917971111785e+01,1.912066650706474139e-10
1.009342254250586990e+01,2.217913655487265802e-11
1.009675590530062017e+01,9.321958554546587781e-11
1.010008926809537222e+01,1.225469693394588526e-10
1.010342263089012249e+01,2.635204506927104176e-12
1.010675599368487276e+01,1.891593994901605461e-10
1.011008935647962481e+01,1.192937514696134781e-11
1.011342271927437508e+01,9.744496197607520631e-11
1.011675608206912536e+01,4.590817750775793728e-11
1.012008944486387740e+01,7.863872972445307401e-11
1.012342280765862768e+01,4.857782887106578337e-11
1.012675617045337972e+01,1.249266031580431560e-10
1.013008953324813000e+01,1.585974518229391235e-10
1.013342289604288027e+01,7.603055427463598786e-11
1.013675625883763232e+01,1.160845534475290675e-11
1.014008962163238259e+01,3.560992893681350126e-10
1.014342298442713286e+01,7.009427675685373000e-11
1.014675634722188491e+01,1.051595777657518894e-10
1.015008971001663518e+01,1.247877252496452170e-10
1.015342307281138723e+01,5.606574944186857584e-11
1.015675643560613750e+01,1.123220393479791161e-10
1.016008979840088777e+01,4.459145349653455933e-11
1.016342316119563982e+01,8.394832765090422540e-11
1.016675652399039009e+01,1.323557173469788976e-10
1.017008988678514214e+01,1.021340743169347040e-10
1.017342324957989241e+01,1.853591395623652220e-10
1.017675661237464269e+01,2.522116561993597561e-10
1.018008997516939473e+01,3.685987485011651585e-11
1.018342333796414501e+01,1.446128700178202310e-10
1.018675670075889528e+01,3.012953562641639450e-11
1.019009006355364733e+01,4.508813092531012385e-11
1.019342342634839760e+01,1.241626405743015858e-10
1.019675678914314965e+01,1.298221360117347098e-10
1.020009015193789992e+01,1.580343168509063816e-10
1.020342351473265019e+01,1.170178807479000467e-10
1.020675687752740224e+01,5.509228946030501182e-11
1.021009024032215251e+01,5.103694782211007540e-12
1.021342360311690278e+01,2.545354335364086709e-12
1.021675696591165483e+01,9.556913647097438906e-11
1.022009032870640510e+01,1.731827089533376591e-12
1.022342369150115715e+01,3.874520815836275399e-11
1.022675705429590742e+01,3.663861565744236647e-11
1.023009041709065770e+01,1.511187701394161013e-11
1.023342377988540974e+01,1.589946671628224105e-10
1.023675714268016002e+01,8.649262479729529368e-11
1.024009050547491029e+01,3.133365090900594911e-11
1.024342386826966234e+01,3.145733178197364534e-11
1.024675723106441261e+01,1.696557054920649385e-10
1.025009059385916466e+01,1.237051419064586476e-10
1.025342395665391493e+01,2.952546416758584777e-11
1.025675731944866520e+01,6.932462588264507632e-11
1.026009068224341725e+01,4.730933383116470095e-11
1.026342404503816752e+01,5.395419304885697259e-11
1.026675740783291957e+01,1.709809628071083060e-11
1.027009077062766984e+01,1.115165790888991741e-11
1.027342413342242011e+01,3.395656742367383228e-11
1.027675749621717216e+01,3.685199506220276919e-11
1.028009085901192243e+01,4.427657242577100585e-11
1.028342422180667270e+01,6.066850825021480741e-11
1.028675758460142475e+01,6.801831275884637835e-11
1.029009094739617503e+01,1.366456314315385546e-10
1.029342431019092707e+01,1.493613086750714012e-12
1.029675767298567735e+01,4.949835679991186983e-12
1.030009103578042762e+01,7.967459385158628229e-12
1.030342439857517967e+01,1.216187216802494711e-10
1.030675776136992994e+01,1.392498352780317397e-10
1.031009112416468021e+01,6.679826110410713025e-12
1.031342448695943226e+01,1.234127334903361827e-11
1.031675784975418253e+01,6.847162536272209605e-11
1.032009121254893458e+01,4.699927989733156743e-11
1.032342457534368485e+01,1.535146590452032583e-11
1.032675793813843512e+01,2.182837686437851762e-11
1.033009130093318717e+01,6.080517269543745576e-11
1.033342466372793744e+01,4.120659611858589402e-12
1.033675802652268949e+01,1.836261039660934951e-10
1.034009138931743976e+01,5.741101481424543601e-11
1.034342475211219003e+01,2.110612545111423051e-12
1.034675811490694208e+01,3.172925182432348195e-12
1.035009147770169236e+01,5.882848433760589189e-11
1.035342484049644263e+01,4.261948523191561751e-11
1.035675820329119468e+01,7.028057331970344863e-11
1.036009156608594495e+01,1.566710290682028830e-10
1.036342492888069700e+01,3.013509864288847617e-12
1.036675829167544727e+01,5.284627222282951647e-11
1.037009165447019754e+01,2.241264874689049599e-10
1.037342501726494959e+01,8.275429373607753946e-11
1.037675838005969986e+01,3.043720950029895655e-11
1.038009174285445013e+01,1.314963026817044190e-10
1.038342510564920218e+01,3.353523538909309751e-11
1.038675846844395245e+01,8.105503538318557586e-11
1.039009183123870450e+01,1.086006002350441877e-11
1.039342519403345477e+01,2.126127913607346399e-11
1.039675855682820504e+01,1.880371131427015917e-10
1.040009191962295709e+01,2.269106483659868334e-12
1.040342528241770736e+01,1.684752743989293781e-10
1.040675864521245941e+01,3.550931880598038064e-12
1.041009200800720969e+01,1.219077719537916380e-11
1.041342537080195996e+01,3.893640844855357413e-11
1.041675873359671201e+01,3.530352558214916754e-11
1.042009209639146228e+01,1.454524464021452826e-10
1.042342545918621255e+01,7.172166083233851096e-11
1.042675882198096460e+01,1.966243569698248422e-11
1.043009218477571487e+01,2.173563081395566018e-11
1.043342554757046692e+01,6.996835026467302829e-11
1.043675891036521719e+01,5.406247137496152433e-11
1.044009227315996746e+01,1.888423028031185634e-10
1.044342563595471951e+01,1.042875964735645424e-12
1.044675899874946978e+01,5.114919938577457661e-11
1.045009236154422005e+01,8.788906436540448519e-11
1.045342572433897210e+01,1.007284559487351694e-10
1.045675908713372237e+01,4.575408517204782533e-11
1.046009244992847442e+01,5.054350734417525692e-11
1.046342581272322469e+01,2.872473299073983324e-10
1.046675917551797497e+01,4.093227458850700363e-10
1.047009253831272702e+01,4.114481314385590360e-11
1.047342590110747729e+01,1.311468248294178609e-10
1.047675926390222934e+01,1.994019279796233935e-10
1.048009262669697961e+01,6.381837228887025874e-11
1.048342598949172988e+01,3.748195831821748229e-11
1.048675935228648193e+01,1.364043554255785595e-10
1.049009271508123220e+01,1.370694813298022116e-10
1.049342607787598247e+01,4.771451760086717564e-12
1.049675944067073452e+01,4.394388384441852466e-11
1.050009280346548479e+01,6.369359767427344967e-11
1.050342616626023684e+01,1.713302246448304863e-11
1.050675952905498711e+01,3.903365830074983451e-11
1.051009289184973738e+01,1.149455039889059865e-10
1.051342625464448943e+01,3.149674255142111851e-11
1.051675961743923970e+01,8.761217727744018203e-11
1.052009298023398998e+01,4.801831680862087986e-11
1.052342634302874202e+01,4.661267259208044945e-11
1.052675970582349230e+01,2.559304499810478586e-14
1.053009306861824435e+01,1.957523075489257042e-10
1.053342643141299462e+01,1.644822794414753410e-11
1.053675979420774489e+01,1.000092185641933355e-10
1.054009315700249694e+01,1.077981488194624834e-10
1.054342651979724721e+01,2.595216300836384579e-11
1.054675988259199748e+01,1.656354810612936746e-10
1.055009324538674953e+01,1.046305533057409673e-10
1.055342660818149980e+01,4.713300145959596924e-11
1.055675997097625185e+01,1.944480384846980116e-10
1.056009333377100212e+01,2.269718504438954906e-11
1.056342669656575239e+01,8.365270065657190468e-12
1.056676005936050444e+01,7.601806333614071286e-12
1.057009342215525471e+01,3.083362339594851741e-11
1.057342678495000676e+01,1.081078357211155654e-11
1.057676014774475703e+01,6.239401611672147437e-11
1.058009351053950731e+01,2.570075105007508413e-10
1.058342687333425935e+01,1.632267448108645743e-10
1.058676023612900963e+01,8.014904949317537198e-11
1.059009359892375990e+01,6.127683525652062047e-11
1.059342696171851195e+01,1.407460106766770800e-10
1.059676032451326222e+01,9.319416991669051119e-11
1.060009368730801427e+01,7.586336272234320445e-12
1.060342705010276454e+01,5.251922292865419932e-11
1.060676041289751481e+01,8.414963907726520256e-11
1.061009377569226686e+01,3.527568670954475432e-11
1.061342713848701713e+01,4.321343430392736351e-12
1.061676050128176740e+01,1.152087857885294726e-10
1.062009386407651945e+01,1.113992571806700772e-10
1.062342722687126972e+01,3.620725248788822443e-13
1.062676058966602177e+01,4.035101983623881065e-11
1.063009395246077204e+01,9.220597087635617438e-11
1.063342731525552232e+01,1.229677568785989737e-10
1.063676067805027436e+01,5.901642496747530146e-11
1.064009404084502464e+01,7.788914462046236029e-11
1.064342740363977668e+01,5.462117497791356765e-11
1.064676076643452696e+01,5.421521169498711075e-11
1.065009412922927723e+01,2.534157418858095969e-11
1.065342749202402928e+01,7.248749353400797078e-11
1.065676085481877955e+01,4.110276732755316509e-12
1.066009421761352982e+01,4.363244519095117885e-11
1.066342758040828187e+01,1.706540753359710123e-11
1.066676094320303214e+01,3.322099743936972267e-11
1.067009430599778419e+01,1.663881117566916623e-11
1.067342766879253446e+01,9.812680488709246882e-11
1.067676103158728473e+01,6.626722543362048652e-11
1.068009439438203678e+01,4.433844133123589795e-11
1.068342775717678705e+01,4.619771433777854210e-11
1.068676111997153733e+01,3.217869393463162030e-11
1.069009448276628937e+01,1.621965611124151230e-11
1.069342784556103965e+01,3.579348743102337602e-10
1.069676120835579169e+01,8.320898956743088886e-11
1.070009457115054197e+01,1.959790931431469311e-10
1.070342793394529224e+01,9.286193326575126306e-11
1.070676129674004429e+01,2.181763445489028106e-10
1.071009465953479456e+01,1.664133933508330932e-11
1.071342802232954661e+01,1.815849005403328191e-11
1.071676138512429688e+01,1.196735046117973710e-12
1.072009474791904715e+01,8.831215629842399868e-11
1.072342811071379920e+01,5.719117198654052066e-11
1.072676147350854947e+01,3.776010532633240305e-11
1.073009483630329974e+01,1.019473855719149278e-10
1.073342819909805179e+01,2.033297501934396840e-11
1.073676156189280206e+01,1.873121932678747543e-10
1.074009492468755411e+01,2.185745667644059149e-10
1.074342828748230438e+01,1.332377099653402338e-10
1.074676165027705466e+01,2.567958852096923894e-12
1.075009501307180670e+01,2.755293903185632296e-11
1.075342837586655698e+01,1.546174198756834799e-10
1.075676173866130725e+01,6.032170307468188756e-12
1.076009510145605930e+01,9.816108546841581109e-11
1.076342846425080957e+01,1.012384082160320749e-10
1.076676182704556162e+01,1.763199749836113969e-11
1.077009518984031189e+01,2.045639665592507417e-11
1.077342855263506216e+01,8.827491953266416904e-11
1.077676191542981421e+01,4.838617855036618221e-11
1.078009527822456448e+01,1.014046993456265736e-10
1.078342864101931653e+01,4.712197888549934842e-10
1.078676200381406680e+01,1.496480630639741434e-10
1.079009536660881707e+01,6.357656530074597766e-12
1.079342872940356912e+01,1.707432445451086456e-10
1.079676209219831939e+01,1.385190980332282650e-11
1.080009545499306967e+01,4.322978386086447956e-11
1.080342881778782171e+01,4.284893185013121952e-11
1.080676218058257199e+01,5.764811992801247758e-12
1.081009554337732403e+01,5.560631131561050962e-11
1.081342890617207431e+01,7.362320379625683459e-11
1.081676226896682458e+01,1.952784138931975917e-10
1.082009563176157663e+01,2.615984828038442281e-11
1.082342899455632690e+01,4.889381122640636613e-11
1.082676235735107717e+01,4.092998895101207378e-10
1.083009572014582922e+01,1.953855630559510018e-10
1.083342908294057949e+01,1.883869230635274413e-10
1.083676244573533154e+01,3.050620266130205237e-12
1.084009580853008181e+01,1.338705001094414524e-10
1.084342917132483208e+01,3.102497000822054640e-11
1.084676253411958413e+01,4.506967555269863890e-11
1.085009589691433440e+01,7.693621227417480968e-12
1.085342925970908468e+01,8.596614969754766658e-11
1.085676262250383672e+01,2.514769898460415008e-10
1.086009598529858700e+01,4.393399147262464296e-13
1.086342934809333904e+01,1.686253673628233478e-10
1.086676271088808932e+01,1.378472916379397290e-11
1.087009607368283959e+01,2.156999152923470624e-11
1.087342943647759164e+01,9.119231987590655082e-11
1.087676279927234191e+01,4.381295334702416563e-10
1.088009616206709396e+01,3.059547925347434063e-10
1.088342952486184423e+01,5.217686659613393397e-11
1.088676288765659450e+01,2.493023566264157201e-11
1.089009625045134655e+01,1.302249277199751080e-10
1.089342961324609682e+01,3.182433292079754044e-11
